1	5 
2	4 
3	4 
4	3 
5	2 
6	6 
7	2 
8	5 
9	4 
10	6 
11	4 
12	5 
13	2 
14	1 
15	5 
16	6 
17	6 
18	1 
19	2 
20	6 
21	2 
22	2 
23	6 
24	4 
25	1 
26	6 
27	3 
28	3 
29	2 
30	6 
31	6 
32	4 
33	2 
34	3 
35	6 
36	2 
37	3 
38	2 
39	2 
40	2 
41	6 
42	6 
43	6 
44	2 
45	2 
46	2 
47	5 
48	5 
49	1 
50	5 
51	1 
52	5 
53	6 
54	5 
55	3 
56	4 
57	2 
58	5 
59	6 
60	4 
61	2 
62	2 
63	6 
64	5 
65	6 
66	2 
67	4 
68	3 
69	5 
70	3 
71	1 
72	5 
73	5 
74	3 
75	4 
76	4 
77	2 
78	2 
79	1 
80	6 
81	5 
82	6 
83	5 
84	3 
85	3 
86	1 
87	5 
88	3 
89	2 
90	1 
91	2 
92	5 
93	6 
94	1 
95	2 
96	4 
97	1 
98	2 
99	4 
100	6 
