1	3
1	12
1	17
1	25
2	1
2	5
2	25
2	29
3	5
3	12
3	15
3	28
4	16
4	20
4	22
4	25
5	18
5	25
5	26
5	27
6	3
6	17
6	20
6	24
7	2
7	5
7	11
7	27
8	11
8	14
8	21
8	28
9	8
9	13
9	17
9	28
10	9
10	24
10	27
10	29
11	1
11	9
11	19
11	21
12	21
12	22
12	25
12	30
13	4
13	16
13	26
13	28
14	2
14	16
14	20
14	27
15	3
15	26
15	29
15	30
16	4
16	8
16	18
17	8
17	22
17	26
17	27
18	7
18	10
18	23
18	29
19	1
19	6
19	18
20	11
20	14
20	29
20	30
21	19
21	20
21	23
21	30
22	9
22	13
22	14
22	17
23	15
23	19
23	21
23	28
24	2
24	6
24	16
24	27
25	14
25	19
25	23
25	24
26	10
26	12
26	15
26	29
27	10
27	18
27	24
27	30
28	7
28	13
28	23
28	30
29	7
29	26
29	28
30	15
30	22
30	24
