1	6
1	10
1	13
1	14
1	15
1	16
2	3
2	4
2	5
2	7
2	8
2	9
2	11
3	2
3	4
3	7
3	8
3	9
3	11
4	2
4	3
4	5
4	7
4	8
4	11
5	2
5	3
5	7
5	8
5	9
5	19
5	21
6	1
6	3
6	10
6	13
6	14
6	16
6	22
7	4
7	5
7	8
7	9
7	12
7	16
8	2
8	9
8	11
8	15
8	24
8	25
9	2
9	4
9	11
9	14
9	18
9	23
10	1
10	6
10	13
10	14
10	15
10	16
11	3
11	4
11	5
11	7
11	8
11	10
12	17
12	18
12	19
12	20
12	21
12	23
12	24
12	25
13	1
13	6
13	10
13	14
13	15
13	16
14	1
14	5
14	10
14	13
14	15
14	16
15	1
15	6
15	10
15	13
15	14
15	16
16	6
16	9
16	11
16	13
16	15
16	20
17	12
17	18
17	19
17	20
17	21
17	22
17	23
17	24
17	25
18	12
18	17
18	19
18	20
18	22
18	23
18	24
18	25
19	12
19	17
19	18
19	20
19	21
19	22
19	23
19	24
19	25
20	17
20	19
20	21
20	22
20	23
20	24
20	25
21	12
21	17
21	18
21	19
21	20
21	22
21	23
21	24
21	25
22	17
22	18
22	19
22	21
22	23
22	24
22	25
23	17
23	20
23	21
23	22
23	24
23	25
24	12
24	18
24	19
24	20
24	21
24	22
24	23
24	25
25	17
25	19
25	20
25	21
25	22
25	23
25	24
